external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-agri-processing-uttar-pradesh,Agri Processing Upgrade - Uttar Pradesh,"Support for farm-gate processing, grading, primary packaging, storage, and local value addition infrastructure. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",MSME,Uttar Pradesh,"Agri entrepreneurs, FPO-backed units, rural MSMEs, and food processing groups with valid registrations.","{""Machinery support"",""Storage support"",""Value-addition assistance""}",Subsidies,active,Ministry of Food Processing Industries,Up to Rs. 20 lakh,Scheme window announced by state,https://www.india.gov.in/agri-processing-upgrade/uttar-pradesh
seed-agri-processing-uttarakhand,Agri Processing Upgrade - Uttarakhand,"Support for farm-gate processing, grading, primary packaging, storage, and local value addition infrastructure. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",MSME,Uttarakhand,"Agri entrepreneurs, FPO-backed units, rural MSMEs, and food processing groups with valid registrations.","{""Machinery support"",""Storage support"",""Value-addition assistance""}",Subsidies,active,Ministry of Food Processing Industries,Up to Rs. 20 lakh,Scheme window announced by state,https://www.india.gov.in/agri-processing-upgrade/uttarakhand
seed-agri-processing-west-bengal,Agri Processing Upgrade - West Bengal,"Support for farm-gate processing, grading, primary packaging, storage, and local value addition infrastructure. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",MSME,West Bengal,"Agri entrepreneurs, FPO-backed units, rural MSMEs, and food processing groups with valid registrations.","{""Machinery support"",""Storage support"",""Value-addition assistance""}",Subsidies,active,Ministry of Food Processing Industries,Up to Rs. 20 lakh,Scheme window announced by state,https://www.india.gov.in/agri-processing-upgrade/west-bengal
seed-agri-processing-central,Agri Processing Upgrade - Central,"Support for farm-gate processing, grading, primary packaging, storage, and local value addition infrastructure. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",MSME,Central,"Agri entrepreneurs, FPO-backed units, rural MSMEs, and food processing groups with valid registrations.","{""Machinery support"",""Storage support"",""Value-addition assistance""}",Subsidies,active,Ministry of Food Processing Industries,Up to Rs. 20 lakh,Scheme window announced by state,https://www.india.gov.in/agri-processing-upgrade/central
seed-artisan-credit-andhra-pradesh,Artisan Working Capital Support - Andhra Pradesh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.",Credit,Andhra Pradesh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/andhra-pradesh
seed-artisan-credit-arunachal-pradesh,Artisan Working Capital Support - Arunachal Pradesh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.",Credit,Arunachal Pradesh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/arunachal-pradesh
seed-artisan-credit-assam,Artisan Working Capital Support - Assam,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.",Credit,Assam,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/assam
seed-artisan-credit-bihar,Artisan Working Capital Support - Bihar,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.",Credit,Bihar,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/bihar
seed-artisan-credit-chhattisgarh,Artisan Working Capital Support - Chhattisgarh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.",Credit,Chhattisgarh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/chhattisgarh
seed-artisan-credit-goa,Artisan Working Capital Support - Goa,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.",Credit,Goa,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/goa
seed-artisan-credit-gujarat,Artisan Working Capital Support - Gujarat,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.",Credit,Gujarat,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/gujarat
seed-artisan-credit-haryana,Artisan Working Capital Support - Haryana,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.",Credit,Haryana,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/haryana
seed-artisan-credit-himachal-pradesh,Artisan Working Capital Support - Himachal Pradesh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.",Credit,Himachal Pradesh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/himachal-pradesh
seed-artisan-credit-jharkhand,Artisan Working Capital Support - Jharkhand,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.",Credit,Jharkhand,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/jharkhand
seed-artisan-credit-karnataka,Artisan Working Capital Support - Karnataka,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Karnataka and keeps the same frontend-ready structure expected by the app.",Credit,Karnataka,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/karnataka
seed-artisan-credit-kerala,Artisan Working Capital Support - Kerala,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Kerala and keeps the same frontend-ready structure expected by the app.",Credit,Kerala,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/kerala
seed-artisan-credit-madhya-pradesh,Artisan Working Capital Support - Madhya Pradesh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Madhya Pradesh and keeps the same frontend-ready structure expected by the app.",Credit,Madhya Pradesh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/madhya-pradesh
seed-artisan-credit-maharashtra,Artisan Working Capital Support - Maharashtra,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Maharashtra and keeps the same frontend-ready structure expected by the app.",Credit,Maharashtra,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/maharashtra
seed-artisan-credit-manipur,Artisan Working Capital Support - Manipur,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Manipur and keeps the same frontend-ready structure expected by the app.",Credit,Manipur,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/manipur
seed-artisan-credit-meghalaya,Artisan Working Capital Support - Meghalaya,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Meghalaya and keeps the same frontend-ready structure expected by the app.",Credit,Meghalaya,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/meghalaya
seed-artisan-credit-mizoram,Artisan Working Capital Support - Mizoram,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Mizoram and keeps the same frontend-ready structure expected by the app.",Credit,Mizoram,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/mizoram
seed-artisan-credit-nagaland,Artisan Working Capital Support - Nagaland,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Nagaland and keeps the same frontend-ready structure expected by the app.",Credit,Nagaland,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/nagaland
seed-artisan-credit-odisha,Artisan Working Capital Support - Odisha,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Odisha and keeps the same frontend-ready structure expected by the app.",Credit,Odisha,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/odisha
seed-artisan-credit-punjab,Artisan Working Capital Support - Punjab,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Punjab and keeps the same frontend-ready structure expected by the app.",Credit,Punjab,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/punjab
seed-artisan-credit-rajasthan,Artisan Working Capital Support - Rajasthan,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Rajasthan and keeps the same frontend-ready structure expected by the app.",Credit,Rajasthan,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/rajasthan
seed-artisan-credit-sikkim,Artisan Working Capital Support - Sikkim,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Sikkim and keeps the same frontend-ready structure expected by the app.",Credit,Sikkim,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/sikkim
seed-artisan-credit-tamil-nadu,Artisan Working Capital Support - Tamil Nadu,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Tamil Nadu and keeps the same frontend-ready structure expected by the app.",Credit,Tamil Nadu,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/tamil-nadu
seed-artisan-credit-telangana,Artisan Working Capital Support - Telangana,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Telangana and keeps the same frontend-ready structure expected by the app.",Credit,Telangana,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/telangana
seed-artisan-credit-tripura,Artisan Working Capital Support - Tripura,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Tripura and keeps the same frontend-ready structure expected by the app.",Credit,Tripura,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/tripura
seed-artisan-credit-uttar-pradesh,Artisan Working Capital Support - Uttar Pradesh,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Uttar Pradesh and keeps the same frontend-ready structure expected by the app.",Credit,Uttar Pradesh,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/uttar-pradesh
seed-artisan-credit-uttarakhand,Artisan Working Capital Support - Uttarakhand,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Uttarakhand and keeps the same frontend-ready structure expected by the app.",Credit,Uttarakhand,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/uttarakhand
seed-artisan-credit-west-bengal,Artisan Working Capital Support - West Bengal,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in West Bengal and keeps the same frontend-ready structure expected by the app.",Credit,West Bengal,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/west-bengal
seed-artisan-credit-central,Artisan Working Capital Support - Central,"Credit-linked support for artisans, weavers, and rural makers to procure tools, raw material, and improve market access. This record is tailored for applicants in Central and keeps the same frontend-ready structure expected by the app.",Credit,Central,"Registered artisans, self-help groups, cooperative members, and self-employed workers meeting lender norms.","{""Working capital credit"",""Tool purchase support"",""Marketing assistance""}",Credit & Loan,active,Ministry of MSME,Up to Rs. 5 lakh,Rolling bank-linked applications,https://www.india.gov.in/artisan-working-capital-support/central
seed-student-scholarship-andhra-pradesh,Student Scholarship Access - Andhra Pradesh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Andhra Pradesh and keeps the same frontend-ready structure expected by the app.,Education,Andhra Pradesh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/andhra-pradesh
seed-student-scholarship-arunachal-pradesh,Student Scholarship Access - Arunachal Pradesh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Arunachal Pradesh and keeps the same frontend-ready structure expected by the app.,Education,Arunachal Pradesh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/arunachal-pradesh
seed-student-scholarship-assam,Student Scholarship Access - Assam,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Assam and keeps the same frontend-ready structure expected by the app.,Education,Assam,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/assam
seed-student-scholarship-bihar,Student Scholarship Access - Bihar,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.,Education,Bihar,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/bihar
seed-student-scholarship-chhattisgarh,Student Scholarship Access - Chhattisgarh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.,Education,Chhattisgarh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/chhattisgarh
seed-student-scholarship-goa,Student Scholarship Access - Goa,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.,Education,Goa,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/goa
seed-student-scholarship-gujarat,Student Scholarship Access - Gujarat,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.,Education,Gujarat,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/gujarat
seed-student-scholarship-haryana,Student Scholarship Access - Haryana,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.,Education,Haryana,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/haryana
seed-student-scholarship-himachal-pradesh,Student Scholarship Access - Himachal Pradesh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.,Education,Himachal Pradesh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/himachal-pradesh
seed-student-scholarship-jharkhand,Student Scholarship Access - Jharkhand,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.,Education,Jharkhand,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/jharkhand
seed-student-scholarship-karnataka,Student Scholarship Access - Karnataka,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Karnataka and keeps the same frontend-ready structure expected by the app.,Education,Karnataka,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/karnataka
seed-student-scholarship-kerala,Student Scholarship Access - Kerala,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Kerala and keeps the same frontend-ready structure expected by the app.,Education,Kerala,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/kerala
seed-student-scholarship-madhya-pradesh,Student Scholarship Access - Madhya Pradesh,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Madhya Pradesh and keeps the same frontend-ready structure expected by the app.,Education,Madhya Pradesh,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/madhya-pradesh
seed-student-scholarship-maharashtra,Student Scholarship Access - Maharashtra,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Maharashtra and keeps the same frontend-ready structure expected by the app.,Education,Maharashtra,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/maharashtra
seed-student-scholarship-manipur,Student Scholarship Access - Manipur,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Manipur and keeps the same frontend-ready structure expected by the app.,Education,Manipur,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/manipur
seed-student-scholarship-meghalaya,Student Scholarship Access - Meghalaya,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Meghalaya and keeps the same frontend-ready structure expected by the app.,Education,Meghalaya,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/meghalaya
seed-student-scholarship-mizoram,Student Scholarship Access - Mizoram,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Mizoram and keeps the same frontend-ready structure expected by the app.,Education,Mizoram,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/mizoram
seed-student-scholarship-nagaland,Student Scholarship Access - Nagaland,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Nagaland and keeps the same frontend-ready structure expected by the app.,Education,Nagaland,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/nagaland
seed-student-scholarship-odisha,Student Scholarship Access - Odisha,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Odisha and keeps the same frontend-ready structure expected by the app.,Education,Odisha,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/odisha
seed-student-scholarship-punjab,Student Scholarship Access - Punjab,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Punjab and keeps the same frontend-ready structure expected by the app.,Education,Punjab,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/punjab
seed-student-scholarship-rajasthan,Student Scholarship Access - Rajasthan,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Rajasthan and keeps the same frontend-ready structure expected by the app.,Education,Rajasthan,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/rajasthan
seed-student-scholarship-sikkim,Student Scholarship Access - Sikkim,Scholarship assistance for eligible students from low-income and priority backgrounds for continuation of education. This record is tailored for applicants in Sikkim and keeps the same frontend-ready structure expected by the app.,Education,Sikkim,"Students with valid enrollment, identity documents, income proof, and category documents where applicable.","{""Tuition support"",""Maintenance allowance"",""DBT scholarship transfer""}",Direct Cash,active,Ministry of Education,"Up to Rs. 75,000 per year",Academic cycle based,https://www.india.gov.in/student-scholarship-access/sikkim
